4	4	12433|3734|10267|6757|16335|12770|8168|16297|9071|18873|4343|16693|13751|10037|15945
3	2	8114|383|5640|15001|18749|16693|17862|11693|16297|14558|4703|12290|8409|3175|14696|3175|12770|7961|15945
3	3	8114|14654|11250|15001|8657|11871|6062|16884|6262|10326|14853|3734|11365|1588|9510|12770|16|14648
1	2	17162|4418|10693|12571|5630|7445|4703|16297|3175|7624|684|14323|651|16297|15712|8793|16297|3106|14031|3175|8680|4585|8185|11405|12689|15945
0	0	17729|13776|6608|17953|17932|14323|16693|10026|19154|6062|13520|3734|12770|17623|8628|4835|12770|8319|15160|3734|12770|12964|12571|17729|12770|11878|12571|1457|9453|13776|8114|9865|30|10267|16378|17736|19198|15001
3	3	8|3175|10267|16297|14558|15053|12770|12964|12571|16297|12770|8459|11189|4703|13776|8708|699|3734|12302|15945
3	3	8114|16231|17911|15001|8535|14696|15470|12770|6242|8114|17736|7621|11878|4413|596|14886|15001
1	1	16439|18400|17432|3554|10331|11871|12770|13491|8954|5785|12743|16335|12770|16093|10326|11186|9712|9510|12770|8017|15945
2	4	14558|19240|10267|8828|9246|16297|10267|12571|12372|3734|12770|1996|666|16297|10618|8657|1038|3790|2048|15945
1	3	7674|10170|10326|3470|15392|6062|11358|8531|7904|16297|10326|6921|18654|12699|964|4703|13671|16297|3635|2035|3772|13947|3175|3605|9712|15945
1	4	17729|13776|4497|18711|8628|9192|16693|11530|3734|10348|10331|5571|13776|3551|16297|5571|13776|11077|10326|16297|3175|12279|8708|16729|16297|12770|3428|4921|2667|15945
3	3	19468|13265|7820|6791|15505|14832|11639|6548|13776|17183|7286|15305|4732|14270|8185|9608|16822|4703|9246|11931|15883|9409|9510|12770|5499|11199|3734|19189|4257|19436|136|19468|11185|7820|10326|19189|4257|8628|16297|136|972|19468|8828|8898|7820|17736|8574|19436|14018|15945
4	4	12770|12282|11402|3734|8977|18554|10326|16693|10070|9033|10326|13569|3734|4833|1761|10326|7120|13576|1496|10267|13776|8708|6554|3175|8779|15470|10194|10326|3539|3175|398|11319|11871|16928|15945
4	4	8114|6644|15001|11352|9712|15053|13776|7376|6747|11182|964|16297|14558|10267|3393|9712|3175|8185|12235|19395|19468|10326|4059|7820|11214|1996|12557|15470|19436|1527|15945
4	4	17736|7448|5785|11276|16790|13938|12498|16297|14238|9108|16297|19436|4585|9246|7920|15053|12770|17187|6797|3734|17205|16297|6359|10267|4703|6470|17153|8628|6921|12770|1783|15192|11575|11224|2667|12699|6343|7732|17736|6062|10612|15945
4	4	10267|17675|3175|12770|10026|3734|9865|10267|234|9500|3175|17677|16353|3580|16297|3175|8185|13776|2716|9510|13776|19535|3734|16253|16297|3175|8185|13776|11811|11514|9510|4873|15470|13776|2716|16297|10326|3175|16620|12770|1965|14780|17421|8628|4703|5801|10331|11313|10267|2106|3635|15945
3	3	13776|2893|17743|16335|12515|13606|8628|742|13556|11672|3175|8185|1378|16297|19436|12372|4703|13776|2853|10326|11146|10326|3686|8659|964|15945
3	3	13776|1747|15598|6637|19468|10326|7820|13776|12420|17953|9690|8628|13576|15083|2613|10739|17736|6062|9549|8114|3584|9420|15001|14711|15945
3	3	10267|9453|11931|11214|13776|2437|18694|8628|15392|19073|3426|3175|8185|8136|8272|9510|12770|653|8204|11307|3734|14793|15945
2	2	12710|15470|7624|16382|1748|16297|11585|10326|7624|18114|18606|16297|12770|11873|596|6757|17087|16693|15298|9510|12770|15814|18925|15945
3	3	6062|12639|16297|4012|3882|8628|4555|16693|12177|17689|6405|8841|8828|5604|15945|136
3	3	19468|12770|17444|7820|10646|13776|6879|17087|13776|5213|16891|13938|4680|11164|9510|9876|11130|13068|15945|136
3	3	13776|14634|16297|2132|6119|3734|6302|17932|16297|16965|964|10326|5921|13779|15945
1	1	12770|11128|8135|15083|13979|13938|570|3134|9608|10267|6757|3175|5960|15945
3	1	10267|12571|596|9510|9010|219|8628|6281|8628|15392|8216|17736|5921|12428|667|12658|15116|19172|15945
4	4	13776|4184|17225|17932|10331|9510|17490|16297|12770|12845|9510|18037|1073|15945
3	3	8114|5867|2716|15001|4703|6062|5462|12571|17932|10336|10326|8108|15945
4	4	1038|7356|171|16335|19436|11928|758|3734|17658|6355|11871|1038|15199|1038|13576|10331|15470|2371|12924|15945
4	4	17736|14308|3734|13131|15192|16297|7793|2122|4703|17300|3415|15470|1745|7739|10267|12571|15053|7827|10326|17789|3175|17879|10574|15945
1	3	9865|12571|366|17300|8531|6370|12770|10669|4703|12699|257|3175|489|7615|15945
2	2	4486|8649|3175|951|16921|6552|8628|4585|6921|18855|9557|19075|13776|2639|19154|14386|16297|15324|12571|5882|10326|12770|14595|3734|10267|16378|16578|1688
3	1	6062|17731|3376|1742|15945
3	3	17162|3635|5737|11871|11631|882|3175|13606|11871|3635|15392|7815|1504|16297|10326|12770|8409|5754|3734|17873|6644|5968|3635|16297|18600|3635|5737|14323|12770|14132|11878|15945
2	2	19436|758|3439|2189|12770|14523|12571|11719|17736|12770|17694|11878|10968|3734|8887|3175|13776|11789|19534|3734|15192|12571|5825|3175|1236|9510|17736|4372|16297|14701|15672|15945
2	2	7624|13606|3963|2314|11871|8111|6664|243|7151|15945
3	3	19390|8114|13831|15001|4158|12778|16335|17553|10326|1038|4072|10005|7448|5785|6649|10267|11224|15083|6062|11852|3175|11530|15945
4	4	2279|12571|11168|10326|1996|18795|17932|9510|12778|15945
4	4	10267|12571|13776|7114|2861|15053|7448|12692|10040|16439|9510|12770|14629|17241|3734|16689|11878|15945
4	4	19436|5804|3882|4703|11871|6720|11871|10267|4703|15917|15945
4	4	11931|19126|11214|16693|5645|1548|15116|15083|5474|16297|19436|2585|8193|7763|14542|12770|15115|2893|3742|4343|2510|3175|12770|17867|1880|5785|10493|13843|16693|12578|16297|19354|17736|3605|10326|17140|15945
3	3	12770|15972|964|12480|16297|260|4343|5645|19461|12046|17087|6781|2586|10326|15219|5062|16297|16595|16378|12770|10535|3734|3415|16987|2688|17087|13776|2437|10618|18944|10326|708|17866|10199|15945
2	2	15470|3867|18128|4410|16451|16297|13776|18342|10326|8809|16766|10326|616|10326|12609|14341|5452|16297|10267|12571|3426|3175|1496|3635|8267|8082|919|12562|9554|3426|1659|10326|6355|8150|12770|3231|6405|16378|570|11439|3734|14128|15945
4	4	12770|8053|9453|2613|16439|15470|6062|2402|6206|3734|5928|16297|17300|1610|19240|570|10669|4873|19242|10138|15945
3	3	11841|12770|18873|15392|1473|15945
1	3	6485|17567|8119|18611|18746|10326|2208|16297|1100|7624|15359|18963|17087|17681|8628|1996|3390|12557|18656|15470|18185|657|16297|2898|714|10326|666|1544|15945
4	4	7815|570|5195|4703|18611|6380|10326|16251|6508|15945
4	4	90|10203|11935|15505|10233|8206
3	3	13621|16297|12770|14594|8114|16454|12279|756|15001|4703|13776|17932|8628|13909|10669|4150|14696|10336|15945
4	4	6716|18755|10326|4418|3927|12121|6442|16297|5153|19277|3175|12699|10669|15945
1	3	2279|16595|16822|14270|13237|4565|3734|7448|16026|8152|11223|6992|10652|19029|15945
3	3	13776|12504|11878|15470|13776|9636|3950|18611|9510|6770|3734|10326|16297|11931|15665|16297|2384|12770|11686|15945
1	1	4343|14819|9500|13776|10305|10326|10005|3175|3686|3728|12770|1258|10363|5785|11224|8185|11254|3175|12770|2631|3734|12699|17459|4343|12770|8890|10336|18411|16297|10267|14386|6757|7732|11871|13776|6829|16297|14778|4873|964|15945
4	4	1038|7751|16026|10326|9549|12090|3175|6882|1126|19436|15612|10326|11934|19060|13938|12770|11269|8032|12571|7763|10331|3635|4182|13428|8185|8186|14886
3	3	13776|3743|13635|964|4703|14386|13776|13635|964|10326|5685|3734|12770|16481|4182|13428|8185|8792|15945
3	3	5324|11929|18127|17300|6989|16335|10138|13606|10326|12895|3426|12651|17108|3734|12557|8628|10267|4375|13428|9435|14558|2080|6062|9247|15945
4	4	17162|3635|5737|13776|3249|3734|12770|13798|3635|2035|4873|10267|10326|13217|3772|3175|1126|10267|16040|15945
3	3	1038|11224|8185|15945
2	3	10267|9946|12770|6579|12571|3901|8163|3734|2918|16297|14604|4195|16678|14323|9865|10678|4397|11405|3106|19189|2967|3734|15254|15945|136
4	4	12770|964|17729|4703|6380|16297|9170|16297|10326|18746|3734|6355|14832|14159|10326|18804|12770|17196|12567|366|4703|15945
3	3	10267|4703|7148|13776|9047|3175|12770|10159|10326|18995|3734|12770|9632|15945
4	4	13446|15470|16037|1422|3734|11205|4980|16297|9842|849|2573|16297|10326|13776|17495|3734|9636|18873|16297|14819|9778|12493|4703|13776|12420|17953|7763|15945
3	3	9572|12571|770|3175|8787|10326|14204|15500|13776|15725|3734|10267|16297|7246|3622|1516|12571|14107|13117|11871|12770|1515|15687|13938|6421|15437|6355|11871|12433|11871|1923|8519|12571|4875|15945
3	3	6937|14729|13428|15869|12770|19483|11646|15945
3	3	14204|8435|19242|17866|3175|14078|12699|5985|15930|10326|2899|15945
4	4	12372|3734|12770|12845|18061|13172|13606|3734|18037|1073|16297|15470|7624|18537|16235|9510|10503|17736|7876|15157|15945
3	3	12770|3605|3734|13776|199|5785|9453|11340|2900|14323|12770|1451|3734|3106|964|10326|16336|14832|3175|4427|1761|7528|1504|15945
3	3	15152|15572|13495|9510|12770|5374|3734|12770|1888|10326|4427|13938|15165|11393|15945
3	3	9453|13776|18781|17054|16032|16297|10326|2296|13776|167|6206|3734|13239|4474|15945
3	3	5794|14558|6331|6720|15945
3	3	13776|12420|16297|11205|9690|8628|19258|3635|6952|13938|12770|1109|13970|3734|16693|16047|8843|15945
3	3	12770|11878|18635|3175|8185|16365|16297|17306|10326|6992|16297|5571|16378|14323|18674|15945
3	3	12770|18955|3175|4040|10267|2449|4703|18762|15945
4	4	12770|11878|1275|11312|13938|16378|12770|10669|16297|11871|12770|19015|4703|12367|7024|15945
3	3	18430|9246|17736|9876|9108|16297|19436|18521|17870|16365|12427|13465|18711|17861|13776|2440|11130|2453|9295|12770|3962|3734|12770|6803|18088|11878|5664|16297|13556|2440|15771|3175|8904|4603|15945
3	3	11871|9008|10326|11580|11871|12770|11873|4703|16297|11189|4703|6062|1892|3734|14192|9510|12770|3605|3734|12770|5645|16297|6283|2641|16297|8628|19258|12770|11878|4142|9510|6062|19382|12025|13091|15945
4	4	9510|19149|3175|7893|12571|11583|6559|2460|16297|19436|4703|8628|14070|6637|8628|8874|13776|7295|10326|2956|5497|17087|12770|4825|3734|11020|11607|9453|6645|16297|8828|11224|18894|5779|15945
4	4	18207|11007|12571|4732|11871|12770|15335|1427|465|4703|4777|15945
3	3	16335|12770|12710|16325|3734|12770|14565|3704|9632|12571|8114|327|17567|12770|5037|15001|16297|3635|14270|18894|12770|4873|15945
2	3	11760|136|4438|5134|3441|15392|12770|15759|14665|19436|10326|5399|10138|3576|6370|3134|10326|13123|15945
3	3	8628|10267|2035|13217|8185|12770|12845|10326|1996|4428|18711|3734|12770|1942|17294|17767|7143|11931|3734|12770|17767|11214|12770|5871
2	2	9549|4515|11224|4873|19436|17932|16297|10326|1038|12309|8628|9510|12770|128|18459|11130|6209|17582|12546|11224|15603|12770|1451|3734|14513|9549|3426|3175|15083|14999|13776|618|9095|15945
2	3	1620|136|5900|11878|4585|8185|11405|6062|12195|3734|12770|2009|3734|18678|15945
2	2	12970|6460|12770|8725|3734|570|10669|4343|7453|7333|3175|11554|12571|2697|15945
3	3	12770|17932|4703|17679|16365|17553|10326|18600|6405|9510|4565|11130|14259|16693|514|15945
0	3	8702|13776|12245|13012|8073|19362|5106|1749|2304|602|14374|12571|12078|4888|4980
3	3	13556|10135|14285|3175|2041|17567|16297|10326|17736|12770|1276|19333|16297|11130|16939|19468|10326|4059|7820|11214|14834|17568|643|15945
4	4	10267|4703|1996|15472|9246|8653|3734|16693|5836|4631|16297|14558|8653|3734|12770|2335|17672|10267|8196|6605|8628|10595|15945
1	1	10267|12571|9246|13776|8708|194|17932|15945
2	2	14558|17162|3635|3790|19515|13776|7601|16644|10326|6596|13776|1965|6041|3734|5591|16297|11189|12571|13394|12302|3175|8185|919|19232|15945
2	2	12009|12009|14886
2	2	12770|15755|9420|16459|712|3175|13776|964|8628|3183|3175|8185|2607|9510|12770|14303|3734|11975|13606|17729|14558|12770|11878|11613|16335|16693|15298|426|15945
4	4	16719|16297|11931|5690|3175|12770|12992|7345|8628|19189|12770|17181|3175|9187|4703|7148|13776|5134|17181|136|16297|8828|11931|14959|3175|1126|15470|12699|15298|12924|16297|11224|4733|14947|12571|18946|7799|3734|16916|3175|8185|6938|15945
3	3	12149|9965|19436|17870|19476|7763|15470|17953|13704|8828|17939|16297|14032|5443|11544|16335|4215|15945
1	3	1761|9712|4703|10136|6637|6405|4565|3734|12770|7747|9724|15470|12770|11565|15945
3	3	10267|12571|13776|2853|16297|2785|19333|609|8628|4756|16353|9713|11871|9554|11871|12770|14219|3734|16353|7340|15945
3	3	15704|4688|2509|19468|3324|7820|10326|3106|2804|18999|12729|1275|12320|12699|3614|10326|10815|2819|3175|5888|8793|4199|9510|12770|9891|10326|8231|17567|9080|15945
3	2	13776|17932|8628|14323|16693|12845|14729|13428|6355|1496|12770|1996|9712|3734|16693|10669|136|19313|14558|10115|13938|12770|16777|3734|12716|15945
0	4	10267|12571|6931|3175|8779|16297|14558|10267|12571|13776|19184|17932|15945
4	4	12770|12845|6190|16889|3175|8823|4286|5652|1870|10326|12770|19207|9916|12778|17146|15945
2	3	9865|8902|19436|3112|137|11878|16335|8119|3357|13776|12464|3734|16673|2281|4703|4193|12571|8016|3175|16987|15945
4	4	2494|4703|12770|12845|16822|12571|2613|9510|12778|10326|15276|4703|11759|15945
3	3	13776|9636|16297|6284|6103|2971|3734|12770|16644|3734|13776|7153|15945
3	3	4343|3393|17122|16297|744|10326|12735|13596|15945
2	4	17729|17870|16365|16297|17870|19222|17729
3	3	11983|4703|201|16703|10326|9510|13776|15152|11130|14110|16378|3734|17171|12571|3416|6405|8119|13776|4372|11983|3734|18123|14045|15945
3	3	17300|16856|19222|8628|3635|4585|9246|6921|1468|10267|12571|13776|8466|18016|12133|3734|10289|17693|9778|11871|10627|3734|12770|6304|15945
0	3	7960|7932|16459|11164|12770|14168|3175|18894|14200|13947|15945
0	4	10267|4703|7061|14558|7958|3767|3175|9303|16297|4703|15920|10326|18600|13517|3175|12770|15546|3734|16693|10669|16297|4703|6370|7639|10326|3559|12166|14347|15945
3	3	12770|18537|17684|9510|11173|14696|16335|1963|16297|5785|15500|17557|12078|11931|2403|11214|12770|17866|12571|11178|13576|7853|16297|10326|10279|16297|5785|1548|13428|8185|4059|11871|13776|19000|14558|19101|17247|12229|14057|15945
3	3	12656|8629|9453|344|10179|12770|7300|2810|3734|1959|17070|9510|10045|3734|6062|119|19415|4888|15945
3	3	17162|3635|5737|14959|3175|15083|12302|15470|10267|16297|3635|4182|13428|18894|11825|4343|12770|5324|12251|3734|10910|15945
0	3	9776|6209|18868|2189|1761|4703|6062|19222|1965|17932|3027|8653|9776|4703|13776|19101|666|12822|15945
3	3	7893|12571|4732|4703|18211|3175|12770|10026|3734|3106|8119|15945
1	3	3287|6355|1177|3426|3175|1563|16693|16519|1036|13754|15945
4	4	6062|2284|15301|15672|16297|12372|8628|12571|12210|9510|6893|10326|13776|4849|16297|11351|1870|15945
1	4	12770|3614|6637|1201|12770|1451|10326|12770|4057|2004|3175|12770|7277|10326|1793|1048|4732|4343|17804|9841|15945
4	4	13776|16739|16965|964|8628|5488|7148|8185|12770|10336|4380|11878|3175|8185|11514|16238|4343|12770|5292|6463|15945
2	3	9865|1548|15083|2613|13776|1043|16323|3231|4703|234|13776|19476|5888|14323|13776|16026|12801|12571|17384|7792|15945
0	4	4030|4703|13884|11871|1793|15945
4	4	13776|19265|524|15869|15945
3	3	3635|274|15083|3175|8185|13776|1996|12638|9833|9246|3175|8185|11254|4343|19436|6637|15945
2	3	2279|12571|13574|17452|2609|11931|11813|11214|4611|3734|18188|15945
4	4	11745|6296|18616|4565|18286|11878|10138|11214|16693|7130|5664|13572|12770|2838|3734|12770|5207|16297|17259|12654|7676|11871|6062|6801|9690|15945
2	2	6062|12410|4341|3734|17932|7804|15945
4	4	19408|4703|15152|10326|19476|16297|13647|10326|19395|16297|13776|2207|7763|15470|13776|6482|2297|3734|4980|15945
3	3	10267|15500|3635|19240|12770|9663|10326|10714|9297|233|16790|10326|12535|9510|12699|1889|11878|15945
3	2	11205|10326|1670|16297|3559|19476|3175|8779|15945
1	1	13556|18521|16297|8203|3734|12770|6304|456|6062|9360|9510|8808|3175|12600|9608|13776|10721|8114|1965|16213|15001|11224|17580|10326|9246|8114|17162|15945|15001
3	3	12770|5871|7799|4980|10326|13776|14761|12269|3175|13308|13776|964|6370|17587|16353|3515|9510|5801|16297|14558|7148|1976|12770|6159|16297|10326|12770|4515|16297|16335|14318|3635|8936|15945
3	2	13776|9636|6554|3734|12397|3605|8628|9443|13776|5871|3734|13776|17070|17736|6226|5921|1804|19446|13776|18760|6049|10220|15945
3	3	13776|4184|15766|5888|14323|12770|4998|14611|3734|19250|15945
3	3	10267|12571|13776|10464|3426|10612|17736|12770|4056|9247|15945
1	1	13776|10282|151|19378|8628|8139|15053|7170|15945
4	4	11871|6371|10326|4483|10326|12640|19029|11871|10267|30|13300|12778|17146|15945
4	4	12770|11878|8874|6062|10909|15187|1786|15945
0	3	12770|6005|4703|12770|11878|6406|17424|5488|15083|2613|6058|3175|1496|15945
3	3	19436|758|14729|5632|18611|3175|15932|10326|3175|12770|8596|7848|15945
3	3	10639|10326|10311|14376|15945
3	3	3426|5488|13579|3175|9198|12696|2647|17736|16713|16297|14558|9919|957|19498|13413|16297|10267|3686|2609|15945
3	3	4623|12571|8506|5804|16010|4703|13428|11871|6781|8828|11871|6442|11871|1038|4072|12770|12372|8628|1038|3772|17729|14558|10267|12571|14386|10135|16365|15334|15945
3	3	9510|12770|6005|16297|17424|4703|16498|9865|16822|9453|2440|6004|3175|8774|16297|2481|12770|1724|3734|3106|15298|19276|10326|11917|16297|10326|16822|8435|13979|3175|15765|9510|12770|11130|15945
3	3	6605|12770|11878|12571|11181|16297|12770|1293|15392|2585|6992|15945
2	2	7448|5785|4873|15192|4963|11224|4733|12770|11928|4685|2403|16297|14558|2437|11224|4733|12770|17932|9300|15945
3	3	17162|3635|14696|16335|13776|4056|8628|9970|16297|17483|16297|9320|16297|10348|16297|19010|10326|9564|2314|16297|18600|6882|1126|19436|6720|18711|15945
3	3	19436|5214|4716|16653|3175|10289|5855|13606|8628|18596|13752|2876|12770|11573|3734|2462|5079|12770|2065|14527|3734|13776|5018|1332|6491|10326|19354|11717|8628|14693|3175|18420|9941|15945
2	2	12770|12428|3175|1126|8114|12920|15001|14785|15470|12770|19350|10326|14376|7629|14665|12770|17899|19468|7808|7820|10326|8142|19468|1635|12440|7820|15945
0	3	10267|12571|12770|5744|136|16751|11766|3734|9865|16439|5290|17225|13606|3127|8628|15500|19375|16095|18660|13776|11723|11934|17294|2669|15945
0	3	12770|11878|12571|16273|4703|13428|9510|16693|14370|16297|14558|9510|12770|16473|5871|10267|10642|4151|3734|13776|12352|9510|2160|15470|11164|16297|15470|12770|16803|18041|3734|1278|8628|1719|9198|19384|16297|14432|3580|15945
2	2	17729|12845|2048|11871|15981|2833|16297|11871|12433|6062|13520|3734|12770|14895|12585|11871|13776|5134|12318|3175|12770|9829|10857|15945
3	3	10267|9453|16693|19401|16297|14558|10267|4703|13776|17931|16297|995|16297|6342|3734|13776|17932|16297|10326|16363|9641|8128|13776|12384|13445|15945
3	3	12770|11012|3734|3817|4703|6062|496|6119|3734|9539|15071|10326|16456|12128|16297|10326|12770|4215|8793|11935|15505|14132|17087|12770|13173|3734|8628|19535|15945
3	3	6605|16693|11181|16297|18483|4375|13428|5224|11404|6062|12265|10326|7334|10336|16889|4343|13776|1115|5645|3175|8779|16297|10326|10267|12571|13776|2971|16764|9510|12770|13131|16965|7848|15945
2	2	4884|16297|14558|8849|17460|17736|7089|12571|4732|15945
1	4	15470|18761|659|16297|2441|6699|9453|13811|17087|12770|1284|3734|6539|15470|6062|7861|2971|3734|17635|1768|10326|15470|9876|524|15659|9554|16648|3106|12475|10331|989|4343|13776|10754|2297|17736|9865|8657|13938|8775|15945
3	3	12770|4980|10326|6536|3734|893|2547|15392|9510|10739|8222|15945
2	1	10921|136|17736|8685|16297|935|19198
2	2	742|1408|8325|16297|4040|18771|12770|17869|19521|17536|3734|12770|10973|10719|15945
4	4	13776|19476|4312|5871|8628|7689|6062|8793|11505|15945
3	3	11871|13255|16346|6882|16297|9760|688|4720|16378|12770|4300|6273|10267|8535|15945
0	3	10267|12571|13776|328|14323|12770|207|10331|15470|10650|12301|10326|5591|15945
1	1	6348|4703|13428|8628|12433|19395|16335|957|13776|10289|3129|15945
0	3	9865|7929|10267|17096|4703|12770|18995|8628|15993|16297|12770|11170|10475|5645|3734|9662|12571|12770|13116|14298|10326|12770|11878|12396|16297|11935|15945
4	4	11760|9453|13776|4651|17736|1601|18711|16297|12770|11878|6430|15803|7732|12770|6003|3734|14377|16297|10326|12770|18019|9663|4703|9636|15945
4	4	12967|9554|6738|4343|12770|1712|14856|10037|16297|19436|4703|13776|11304|8857|17932|8628|4703|9246|7727|635|15945
3	3	12770|11878|8316|12770|7364|6366|8628|14678|2279|2093|3175|15083|7740|3283|15945
3	3	13184|6209|12770|11595|4703|15917|16297|18025|16297|10326|7201|10331|3559|3783|11934|15945
3	3	10267|12571|12504|16297|11581|15334|16297|18272|10326|13776|13568|5814|14558|7148|15803|2387|16297|7270|8064|10326|9646|15945
3	3	1665|11224|8431|9510|7448|14592|3210|16297|11871|9510|12770|11878|12571|4300|3663|14323|1891|16335|12770|6290|3734|8586|5227|2723|19199|12571|9943|18562|14314|3175|12770|17080|3450|3734|3448|12571|16149|15974|15945
3	3	10267|12571|13776|14070|6879|13938|6062|14224|2695|15945
0	1	17729|18124|15470|10702|16297|14558|16320|1506|19172|8119|9370|9510|16693|15298|15608|969|15945
4	4	10274|12770|12845|1426|17932|1038|3790|15116|2048|15945
4	4	4623|12571|18136|4703|3082|15945
2	2	17729|2130|13776|6572|2297|3734|16693|10669|136|17062|10326|11297|19441|8628|9192|10267|12078|7400|17729|9865|1548|15083|2613|13776|1479|16297|10477|15635|763|15945
1	4	13776|6484|16297|6992|16297|1275|16703|3605|15945
3	3	6062|13064|9690|8628|2609|13776|1048|10749|15945
3	3	13776|14359|11934|12318|3175|1978|12571|14377|4056|8823|8628|5488|10228|12091|11004|15945
1	3	19468|6914|7820|2609|13776|14619|8628|4907|3175|2649|18611|12770|13172|10326|12770|3490|3734|12770|19187|9510|13776|14731|1424|15945
3	3	11189|4703|13496|19232
