1	612|13526|14766|13945|14622|6329|5770|7559|12344|16063|7559|6153|8153|13992|3817|9487|14260|7182|14928|8873|2464|7559|16753|16271|15045|2906|15854|16248|2308|14260|7956|16960|15061|6398|4305|4413|3853|5811|612|12363|14914|882
1	16271|5098|15877|14260|8629|8873|3521|16271|8689|12797|15877|9905|8582|17547|7559|15877|15932|15441|6035|7753|15441|8780|8873|3332|7559|15877|15932|15441|1027|3943|7753|15845|14361|15441|6035|7559|12783|15877|10052|14260|2690|11054|3760|16248|15045|14339|6780|16467|16271|5718|2599|882
1	15441|1216|11548|5782|920|14907|16248|12134|8363|10892|15877|15932|58|7559|6153|14750|15045|15441|1595|12783|17426|12783|4073|692|8204|882
1	15441|3303|11539|12528|9254|12783|3802|15441|1931|523|3061|16248|15587|17424|16083|402|612|12363|9146|14054|14081|10680|3924|9876|882
1	16271|2554|5207|986|15441|2861|5385|16248|92|1390|8961|15877|15932|15641|12133|7753|14260|10155|1093|14702|8873|2406|882
1	12363|4215|7559|6342|3780|16248|11363|309|1391|13489|3740|14178|4458|9364|882|6544
1	9254|14260|5647|3802|9495|15441|8216|4802|15441|5681|7607|6329|11000|13226|7753|5373|2943|4744|882|6544
1	15441|16065|7559|14937|14262|8873|1994|16807|7559|6817|8204|12783|3645|3769|882
0	14260|2257|9632|17424|9883|6329|10381|2245|13411|16271|1111|15877|5908|882
0	16271|1571|133|7753|3094|9641|16248|15171|16248|92|11057|612|3645|10550|6499|5084|12877|1664|882
1	15441|2351|2476|16807|6780|7753|6244|7559|14260|16868|7753|16036|4953|882
1	14054|7743|6035|3924|15045|12363|1779|1571|16807|12592|12783|13038|882
1	4761|17205|11036|5782|6153|5896|14519|8873|2386|9454|1891|4761|14132|4761|15587|6780|14361|13546|12260|882
1	612|16219|8873|8720|16960|7559|2724|2175|15045|6723|6743|14361|6903|17161|16271|1571|9487|17238|12783|13707|15877|422|12798|882
1	3521|1571|16691|6723|5572|15514|14260|14292|15045|4413|14279|15877|10531|1914|882
0	12363|2822|6521|1480|882
1	2577|2599|14365|1891|10510|4651|15877|14907|1891|2599|92|1687|12584|7559|12783|14260|1772|13885|8873|5631|26|10578|2599|7559|6212|2599|14365|4121|14260|846|4054|882
1	2099|14054|13814|3924|3049|2104|5782|4870|12783|4761|12560|11238|13526|14766|9481|16271|6398|17424|12363|3173|15877|4233|882
1	83|1571|6862|12783|12935|9193|16807|7753|2104|882
1	16271|1571|15441|7940|16092|9487|13526|15131|17473|6221|7753|14260|4219|9318|8873|13837|4054|882
1	6153|12467|3780|15045|1891|3150|1891|16271|15045|10485|882
1	5207|6203|986|309|3536|2900|12877|17424|8252|7559|6153|16558|17051|9552|1826|14260|12717|1216|12855|4157|1453|15877|14260|9229|9414|14766|3676|16867|309|7875|7559|1468|612|8896|12783|15726|882
1	14260|6842|8204|11600|7559|10847|4157|3536|11890|7864|4802|4367|14578|12783|3584|16554|7559|5716|17388|14260|10084|8873|6743|11701|17362|4802|15441|2861|12509|6638|12783|13933|10727|11441|882
1	14260|7627|2554|16083|6221|14361|12363|8694|14466|8873|12411|7559|6723|17299|1031|10381|14292|15845|17111|4978|882
1	14529|14260|3909|92|2073|882
1	4227|11412|15746|3041|16733|12783|9692|7559|17033|7502|7286|1066|4802|4753|16248|12935|3331|16577|10378|14361|7852|8526|7559|1378|9969|12783|15977|11761|882
1	1687|10381|4387|15045|3041|245|12783|12984|7949|882
1	14747|10033|8037|11950|17445|11285
1	4248|7559|14260|16152|14054|3362|6211|13656|3924|15045|15441|16807|16248|11767|14292|10536|13094|12592|882
1	8538|9621|12783|4077|23|13683|16108|7559|6799|2706|15877|4413|14292|882
1	83|5716|3198|17267|7326|17204|8873|13526|15184|1076|7274|6118|10920|11266|882
1	15441|6986|4054|14361|15441|12333|1771|3041|7753|11780|8873|12783|7559|5207|14381|7559|15796|14260|12073|882
0	4157|3566|12797|15441|10027|12783|11238|15877|4073|16888|14260|7256|7445|14766|6398|15932|5670|15877|14260|2983|8873|4413|16813|4157|14260|3311|12592|17065|7559|16271|5812|1111|5811|1891|15441|15212|7559|16330|15845|8204|882
1	4761|1859|15184|12783|9146|14799|15877|729|4886|6153|11348|12783|9293|5594|6329|14260|1061|11276|1571|9552|6780|2599|3513|9649|15932|16951|15284
1	15441|16126|1084|8204|15045|5812|15441|1084|8204|12783|13731|8873|14260|16080|3513|9649|15932|13420|882
1	2573|519|2276|6723|13844|5782|4978|14907|12783|15838|8961|12606|15561|8873|16577|16248|16271|10742|9649|3265|8599|79|12363|6174|882
1	2577|2599|14365|15441|3518|8873|14260|11196|2599|7055|15845|16271|12783|12847|6347|15877|4886|16271|11839|882
1	4761|6398|15932|882
1	16271|12994|14260|14374|1571|12920|8551|8873|17053|7559|1367|5304|8344|4121|3521|3130|11303|9762|17183|17289|4959|8873|2731|882|6544
1	14260|8204|9885|15045|245|7559|15604|7559|12783|16733|8873|9454|2348|13808|12783|7225|14260|6969|9448|16691|15045|882
1	16271|15045|16289|15441|5583|15877|14260|7614|12783|13581|8873|14260|11304|882
1	6102|14361|14229|14341|8873|1680|17434|7559|4809|4203|4021|7559|12783|15441|12795|8873|12333|3909|7559|3566|4756|420|15045|15441|1931|523|9552|882
1	11034|1571|12574|15877|18|12783|17119|16253|15441|8853|8873|16271|7559|14918|1207|8794|1571|218|5451|1891|14260|4645|7635|6329|6314|4605|9454|1891|227|1891|1020|8805|1571|11452|882
1	6235|12618|9649|11403|14260|6486|6310|882
1	17119|6090|17111|10727|15877|7191|4413|7364|2002|12783|1671|882
1	14750|8873|14260|16868|12544|15377|14907|8873|16036|4953|7559|14361|7502|4470|8510|7753|14960|612|586|14815|882
1	14260|8896|8873|15441|2880|14766|2554|14023|4162|4121|14260|15056|8873|17183|8204|12783|8855|2348|15877|8947|4591|8697|12584|882
1	567|2836|16274|7753|14260|4019|8873|14260|4558|12783|8947|6329|595|10312|882
1	2554|15441|862|6781|12443|7559|12783|12397|15441|1222|14466|8873|3071|4123|882
1	16947|8599|9794|3150|882
1	15441|1931|7559|1680|3061|16248|728|2599|14888|6329|14260|593|10497|8873|309|4715|16231|882
1	14260|4054|8019|15877|15932|12372|7559|7328|12783|6118|7559|8336|17388|4121|15930|882
1	14260|1178|15877|3620|16271|3965|15045|14219|882
1	14260|4054|13092|3945|6329|17388|14260|14292|7559|1891|14260|14157|15045|16736|4725|882
1	7015|13992|612|5373|16063|7559|6153|16838|10398|12372|236|13440|7289|12624|15441|10351|2943|382|14808|14260|15687|8873|14260|5104|9596|4054|14457|7559|8363|10351|442|15877|13178|6150|882
1	1891|7428|12783|7356|1891|14260|11525|15045|7559|5421|15045|12363|15644|8873|12100|7753|14260|8896|8873|14260|3536|7559|10388|3826|7559|16248|728|14260|4054|15622|7753|12363|17466|6311|15691|882
1	7753|17005|15877|5975|1571|14729|677|7552|7559|6153|15045|16248|12495|12528|16248|1596|15441|14749|12783|12457|11967|4802|14260|5242|8873|6011|4452|2554|10876|7559|4458|6398|7688|12131|882
1	10268|12512|1571|7300|1891|14260|7712|12293|4721|15045|6879|882
1	5782|14260|17469|948|8873|14260|15149|13245|11304|1571|14054|15413|11412|14260|1713|3924|7559|2599|17267|7688|14260|15845|882
1	3497|6544|15455|2720|42|92|14260|5118|9101|6153|12783|7046|4978|12255|15514|2245|12783|16153|882
1	16248|16271|7055|12847|15932|14260|16868|12783|12935|847|7289|8873|14260|13868|14988|15581|3627|5207|8873|14260|15581|986|14260|5279
1	7031|6544|1467|4054|8153|15932|9762|12363|9296|8873|14260|13668|8873|5066|882
1	14260|16807|15045|16727|12372|4870|12783|6212|3740|7753|17204|2943|14068|309|5569|882
1	9917|15441|15529|3283|271|15071|936|3784|9736|2560|17170|1571|17488|7630|17434
1	8363|12743|7820|15877|1592|11412|7559|12783|612|14260|4149|525|7559|2943|7026|9254|12783|5096|3802|986|12545|9419|10701|882
1	16271|15045|12935|11513|13992|658|8873|309|1785|2864|7559|8599|658|8873|14260|3628|8789|16271|11048|10908|16248|11572|882
0	16271|1571|13992|15441|7263|16724|16807|882
1	13836|7559|5207|15503|15877|14260|3106|657|16248|17289|14260|1717|15877|15026|15045|16289|15441|2720|1717|6544|7559|4458|5207|13610|15877|4886|14361|4413|3481|12260|7559|6398|7470|4098|1571|11469|4122|8873|10293|15877|15932|6471|882
1	8879|15708|6153|10398|13650|9552|14361|523|15238|4458|8635|7559|4465|9913|14359|5782|2143|882
1	4591|3643|15045|12902|12528|3740|17204|8873|14260|4160|363|14361|14260|6509|882
1	16271|1571|15441|1595|7559|1433|525|16197|16248|14078|8582|9395|1891|11156|1891|14260|4962|8873|8582|2232|882
1	15444|5109|16492|9254|13853|3802|12783|17183|9760|14534|14879|13092|5119|4413|6951|12783|10534|2411|15877|1194|9558|2247|7753|14260|14773|12783|3443|11412|4966|882
1	16271|1571|10548|15877|1850|7559|8599|16271|1571|15441|352|16807|882
1	14260|16868|10684|2148|15877|8762|17037|14338|13536|12783|14260|16505|15857|2104|12216|882
1	3521|2401|6153|5147|12948|4054|5782|15746|3226|15441|67|8873|7841|15106|15045|400|1571|2300|15877|11701|882
1	12486|15045|14260|16868|3198|1571|16083|7753|2104|12783|12766|15045|4565|882
1	15441|12333|7559|17510|9973|2252|8873|14260|3735|8873|15441|6242|882
1	4157|9892|5646|7559|6419|12783|10856|6021|882
1	9885|10398|12372|7559|10398|7371|9885
1	12860|15045|7227|5384|12783|7753|15441|567|2943|13574|17388|8873|4358|1571|16822|3740|15746|15441|12918|12860|8873|6152|6539|882
1	6723|2620|7371|16248|2599|8153|13992|2308|1623|16271|1571|15441|3129|15354|6162|8873|13310|13588|4756|1891|407|8873|14260|5399|882
1	1706|4431|8234|13226|14260|16866|15877|7688|2945|13506|882
1	16271|15045|15468|8599|17151|4881|15877|16882|7559|15045|2111|12783|6212|16583|15877|14260|1875|8873|309|14292|7559|15045|15514|17342|12783|9866|15601|11682|882
1	14260|4470|2882|7753|6379|13094|5782|6745|7559|14766|16253|11636|17488|5207|6498|986|14260|10727|1571|6095|15587|13423|7559|12783|33|7559|14766|2900|9649|15932|5096|1891|15441|4670|8599|13927|15447|3568|14199|882
1	518|10158|2554|10942|8240|14260|10222|2653|8873|12540|14550|7753|192|8873|12363|7029|14459|7630|882
1	2577|2599|14365|13610|15877|17424|6245|14361|16271|7559|2599|3513|9649|7688|10111|4157|14260|2573|6874|8873|16174|882
1	14882|724|13522|8033|4591|15045|12363|7371|2690|16807|6481|658|14882|15045|15441|13927|15977|8134|882
1	5975|1571|7300|15045|15761|15877|14260|8629|8873|17183|15746|882
1	16384|9454|8758|8961|15877|5031|309|6288|6957|12334|882
1	12363|3647|15426|3986|7559|14750|16248|1571|10146|7753|8956|12783|15441|719|7559|7469|13536|882
1	14260|6951|12528|15942|14260|15056|12783|14260|304|6412|15877|14260|14672|12783|4030|14096|7300|4157|3448|14183|882
1	15441|6002|6817|8204|16248|1877|16289|15932|14260|12592|14478|4054|15877|15932|3943|16180|4157|14260|11888|6217|882
1	3521|2900|17424|16083|15441|13313|10716|8288|15045|8689|15441|13650|1194|4121|15441|15184|15863|1571|11838|11748|882
1	4696|15045|10402|1891|4030|882
1	15441|3076|1768|11403|882
1	2599|13164|17424|15877|15932|15441|12935|725|3519|13992|15877|15932|5670|4157|6153|12528|882
1	83|1571|14297|11043|10933|5207|217|986|10050|8873|9210|882
1	1179|8516|6484|17204|3459|4054|4978|986|309|1199|14457|13687|14260|9658|8873|14260|5301|7559|10251|7483|12873|1891|12363|15291|3061|882
1	10593|15045|567|12783|13650|7559|13936|12783|4628|7559|15441|10338|9552|14361|15441|13070|4601|8873|17434|882
1	16271|16253|2599|1031|14260|13272|12783|15509|17197|3085|14622|12783|1335|7753|4413|9859|4054|882
0	8363|16838|7559|15517|8873|14260|5399|4453|12363|6647|7753|17513|15877|3336|13411|15441|17118|14054|2690|8746|3924|6398|3872|12783|13992|14054|2577|882|3924
1	14260|5279|4122|17434|12783|15441|5060|10367|15877|17382|15441|8204|15514|4298|8582|13329|7753|14339|7559|8599|16289|2789|14260|14643|7559|12783|14260|2520|7559|5782|12640|2599|8426|882
1	15441|2351|1846|1194|4121|14260|2913|1008|8873|9453|882
1	16271|1571|15441|9880|8961|14914|612|14260|9615|6174|882
0	15441|9480|12031|17303|16248|2280|9487|5830|882
1	1891|429|12783|17309|12783|2036|11266|1891|16271|11728|15892|2104|12216|882
1	14260|4054|1596|12363|5111|11004|7050|882
1	14260|10141|15045|14260|4054|6443|2086|1877|17424|16083|8170|15877|7438|882
1	6153|14519|12618|7246|3041|15877|14885|12783|15877|14260|3371|11458|882
1	16766|12783|13612|162|882
1	8961|1877|7494|15877|10343|16729|16314|612|3897|7559|8599|355|1653|13141|6184|7559|16271|4073|10933|882
1	17190|1571|581|12467|14103|15045|9649|1891|4367|4458|1891|16108|1891|4761|12560|14260|14750|16248|4761|6347|9885|8599|16271|1571|5812|12743|12372|12190|882
1	7753|14260|10141|7559|2086|15045|15751|3521|3198|2554|10351|10123|15877|17348|7559|14060|14260|4810|8873|17183|3481|12444|12783|3044|7559|12783|3198|6090|9883|15877|7972|7753|14260|2943|882
1	10908|14260|4054|1571|10743|7559|14260|5628|92|16558|6118|882
1	2577|2599|13094|5782|15441|9615|16248|16411|7559|2533|7559|301|7559|12004|7559|1431|12783|6740|3793|7559|6212|729|4886|6153|3150|7289|882
1	6153|11343|5633|12014|15877|13310|9329|14907|16248|14949|10691|16828|14260|17323|8873|7496|255|14260|7266|13395|8873|15441|3917|3808|1888|12783|1468|14440|16248|13961|15877|16780|10451|882
1	16271|1571|14260|7234|6544|10952|5828|8873|3521|6221|4987|2476|14907|9400|16248|16253|11439|7639|2465|15441|465|9293|14988|591|882
1	14260|4054|1571|12382|15045|9649|7753|309|2839|7559|8599|7753|14260|5316|5279|16271|14620|12889|8873|15441|7309|7753|15663|14361|13226|7559|14361|14260|2607|12286|8873|6581|16248|16662|10343|9316|7559|447|17547|882
1	16271|2554|309|9384|7559|8599|16271|15045|15441|5955|7559|2392|7559|12047|8873|15441|16807|7559|12783|8637|15874|10815|15441|7443|13452|882
1	14260|8706|8873|2110|15045|12363|12645|14262|8873|10726|17093|12783|7970|14263|7559|12783|14260|2143|9558|8037|11950|846|4802|14260|13396|8873|16248|8780|882
1	10908|309|10743|7559|3298|10742|9649|6810|13802|12363|11988|12783|9038|12592|2148|4157|15441|16455|3536|15877|1850|7559|12783|16271|1571|15441|2252|4499|7753|14260|8720|6817|11458|882
1	14361|11955|13824|7559|1058|4490|2554|13711|4802|14260|373|8873|11359|14361|12363|3822|2252|8873|202|7151|12783|14361|5373|1768|11117|11156|7388|17183|4411|6780|6503|4157|15441|1970|4601|612|3521|11148|6329|11835|882
1	14260|17434|12783|12122|8873|14257|7914|92|7753|402|13480|882
0	6479|6544|612|3024|7559|11273|10644
1	15441|13650|5575|5279|16248|12476|12363|9558|6226|882
1	1891|4056|8718|729|7559|195|4239|3878|17388|14260|13804|149|16271|1619|882
1	16271|1571|15441|7588|4121|14260|1072|6780|14361|11098|15465|12783|5037|882
0	5596|15045|9649|16248|227|4628|5782|1653|15441|13310|9847|882
1	3521|3907|16271|13755|15045|14260|13581|16248|10951|7559|14260|13821|13796|3536|8873|7641|1571|14260|16998|5835|12783|14260|4054|12826|7559|8037|882
1	3497|2554|15441|1160|612|13085|7289|7559|14260|4054|6741|10819|5811|14260|16987|8873|6597|7559|12783|14260|6373|13272|15045|12333|882
1	16060|11156|5859|4157|14260|10851|14838|12370|7559|6153|15045|15441|770|10636|16807|16248|15045|13992|5114|10784|882
1	14260|4054|1739|14260|4539|7919|16248|510|83|5458|15877|17424|15370|13471|882
1	3730|724|14260|13946|15045|10485|7559|12588|7559|12783|10736|6780|9866|1074|9293|882
1	16271|1571|6986|7559|3653|12190|7559|12124|12783|15441|14172|3969|8599|16289|10819|7705|7559|1936|6919|12783|9950|882
1	9854|6398|14581|7753|13526|15166|1181|7559|1891|7753|14260|4054|1571|13804|2703|4121|15915|5782|14260|11042|8873|10554|1990|2145|4916|1571|16894|15003|5157|15877|14260|1136|5164|8873|14131|1571|10442|1570|882
1	16271|1571|15441|12495|8216|6329|12363|5604|13351|882
0	9885|8893|14361|9517|7559|8599|2585|16561|1664|15746|13911|7753|309|3481|14559|2982|882
1	15593|14260|16868|2121|16807|4761|16385|12877|5017|882
1	17190|1571|5925|15045|7415|882
1	15441|14745|7559|6118|7559|13092|5384|8896|882
1	12363|1942|3061|16248|10933|15441|14096|3174|882
1	15441|2486|9293|2316|15877|12893|1571|6597|9615|8762|16248|1877|8517|11893|8080|882
1	9254|2446|3802|10933|15441|10018|16248|12633|15877|2715|3041|14260|15377|12783|14260|16669|8873|14260|7024|7753|15441|9662|5565|882
1	5421|15045|5725|4238
1	15441|5392|7559|895|5859|7559|4734|6248|13938|8873|8896|12783|13868|1571|12592|7263|4054
1	15441|15212|7559|5857|8204|8873|9615|5974|12783|9672|7753|14260|14785|882
1	3795|4441|14750|8873|14260|16868|12714|12388|8873|14260|13906
1	14260|450|8873|3809|8906|9885|15045|13226|1586|1571|10416|5010|882
1	3566|7559|16271|1571|13992|1891|8393|1891|2774|5144|1571|6973|7559|8599|16271|1571|11238|15441|7018|7479|12783|5207|4423|986|14260|9016|882
1	15441|3780|8873|15441|9323|11703|7289|16248|9892|3643|15877|15932|3005|7559|3412|12783|15743|882
1	5218|1891|14750|8873|14260|13906|1571|12935|5111|16807|12835|7559|14238|309|16454|10603|612|16271|7015|16271|1848|2599|15877|1359|7363|3521|15441|16807|17267|15932|882
1	9885|14260|12592|17543|8873|14260|4054|92|13089|6002|12783|16221|12372|7559|6412|7753|2320|15877|6498|1768|12608|9254|17394|15166|1282|3802|7559|15441|12333|13272|7559|12783|7502|7918|9198|12783|13070|17434|9885
1	6153|16807|16043|4567|1138|882
1	5421|1571|15441|2320|8873|11950|16248|17267|13992|3265|15932|14617|4157|14260|1232|8873|17470|2017|11036|14361|110|882
1	12363|5562|12528|8873|17187|15514|15441|2524|1571|3139|15526|14260|9175|5751|8873|7311|1664|12363|14825|14361|14260|6743|12783|14260|14729|14766|17424|9883|8599|16287|612|11621|882
1	3521|1571|13992|15877|9487|15514|15441|16807|14361|15441|17289|1914|1571|6544|14236|16248|7186|14260|11600|17289|6211|10009|1571|13992|10380|7559|3198|1571|9454|8943|6544|10644
1	14260|10826|16248|16271|12618|8569|1877|15932|8961|15877|6675|1653|479|16895|12671|7502|8873|14260|5207|3870|11606|8873|4978|11003|14907|882
1	13992|4452|6398|1216|4458|5110|14260|4190|8873|14951|17239|1891|15679|3638|7559|8599|2861|17267|5376|16248|14260|12715|16271|13616|15045|15441|3023|12783|6203|14750|882
1	5421|92|3566|1386|14442|7559|12783|3566|13310|5362|882
1	9487|14260|6973|7559|6153|14519|15045|13661|15441|2861|7540|15346|1164|7589|7054|4157|83|1571|4587|2925|882
0	10908|309|9242|6075|7559|14260|2001|9549|12783|7502|5385|8873|8739|12437|7559|14260|1862|2982|8873|14054|5025|3924|2900|17424|16083|2512|5782|15441|8809|9134|12404|9706|17325|882
1	2502|14361|7286|3909|12783|15291|11701|7559|13695|15045|15441|13188|4054|14361|6628|3174|7559|15441|17172|361|15877|12122|882
1	7753|309|10216|12783|15785|2943|7559|16271|10933|14260|15177|7703|1891|198|16072|1571|6446|13054|4028|12783|4297|6465|1571|3566|14550|1571|13522|882
1	9885|15441|6851|8873|4734|12783|17522|162|11359|882
1	7119|2014|7559|14054|17488|5782|12798|3924|15045|15441|11285|882
1	12363|17333|12783|10663|4054|15514|1888|12783|14260|11092|641|8873|14260|16670|3283|6723|1653|8873|11950|11796|6723|227|8873|10343|4591|882
0	10814|3129|6477|1891|17488|1891|16271|12624|7559|14260|4054|12618|9649|3443|11412|3806|227|16248|15045|16108|15877|17348|15514|11107|11412|15921|4458|7559|16691|7559|8305|882
1	15441|10398|12372|9323|7289|15514|4727|9697|5896|13812|10434|14766|7823|4802|15441|2380|12783|6212|17375|802|14361|4413|17547|12783|16343|882
1	13082|7256|11014|6153|9323|12528|882
1	8672|10819|11522|7753|1891|227|17434|1891|16638|15877|8947|11950|6329|17183|15468|5081|8873|14260|15056|882
1	16271|16691|15045|15441|16768|16248|5207|3513|9649|7972|12363|10625|15877|12474|13224|7559|1595|17289|6476|882|6544
1	4761|15696|8469|15514|2348|6986|16271|17388|11728|7559|12783|8586|13862|9883|8599|8775|15877|16271|12889|5759|15441|2320|8873|309|11831|4637|7559|8469|1580|1891|14260|15299|1398|7559|5759|4121|14260|14671|8873|309|12993|7559|16413|4121|309|15166|17093|882
1	12847|14260|16868|2534|612|1954|14338|14369|12783|5456|882
1	15441|7213|12372|7559|16053|5922|4054|16248|16253|2599|7688|3158|6986|7559|16248|15045|15877|17348|7559|13928|10090|4157|12298|14079|4458|4367|7559|1412|13310|7327|882
1	15587|15932|12363|8237|8057|3986|612|6153|15801|5896|10467|2577|11323|1896|9320|10192|13992|6329|17228|15877|11808|6152|12984|7589|10727|7559|16847|3059|7559|14361|15441|16830|4848|8873|5562|13310|3219|882
1	1278|1931|9885|12363|16838|17333|10727|16602|15514|11904|12783|722|7559|11825|12783|3365|882
1	15441|17051|17485|612|15359|12783|15003|2881|12783|15441|4999|15483|8873|15441|13209|8780|882
1	1829|1571|6628|208|8873|14260|6406|13694|9318|16227|17183|7691|1596|12363|6498|14172|8873|13105|1891|15877|14260|6486|7352|7642|1891|17183|14339|2103|15877|15441|219|882
1	15441|15975|7559|13936|9259|882
1	282|1571|3769|15045|13992|4496|7559|8599|16271|15045|10663|882
1	16271|1571|15441|6951|7559|16564|7343|882
0	7015|7502|6398|3228|15877|14260|8109|8873|15441|7690|5279|14361|4756|15441|4467|7559|250|7360|7559|11397|4073|11048|309|8490|10511|13929|724|1922|14260|5631|4433|8873|14260|15663|16248|8426|15877|1643|15441|10939|882
1	2308|2577|2599|12146|9649|2506|14260|11304|4458|14260|470|1571|15986|4157|15056|7559|2599|6398|347|8822|2348|3041|5915|7559|12783|2599|6398|16289|16681|15441|6986|11316|15514|14260|12426|8873|14260|15973|1190|7753|14260|13637|10594|882
1	14260|12333|11359|12783|10566|14292|16253|6153|15441|2573|146|11925|612|6153|11458|882
